date,queue,volume,aht_seconds
2024-12-10,Technical Support,621,583
2024-12-11,Claims,1258,437
2024-12-11,Billing,847,291
2024-12-11,Customer Service,1740,334
2024-12-11,Escalations,210,759
2024-12-11,Technical Support,703,625
2024-12-12,Claims,1083,451
2024-12-12,Billing,820,320
2024-12-12,Customer Service,1554,324
2024-12-12,Escalations,190,653
2024-12-12,Technical Support,621,535
2024-12-13,Claims,864,434
2024-12-13,Billing,695,302
2024-12-13,Customer Service,1282,352
2024-12-13,Escalations,188,705
2024-12-13,Technical Support,597,558
2024-12-14,Claims,766,468
2024-12-14,Billing,582,304
2024-12-14,Customer Service,1096,363
2024-12-14,Escalations,149,634
2024-12-14,Technical Support,378,609
2024-12-15,Claims,562,423
2024-12-15,Billing,455,294
2024-12-15,Customer Service,810,359
2024-12-15,Escalations,99,703
2024-12-15,Technical Support,315,574
2024-12-16,Claims,1038,450
2024-12-16,Billing,1067,277
2024-12-16,Customer Service,1771,370
2024-12-16,Escalations,199,693
2024-12-16,Technical Support,730,634
2024-12-17,Claims,1408,438
2024-12-17,Billing,960,292
2024-12-17,Customer Service,1928,337
2024-12-17,Escalations,253,731
2024-12-17,Technical Support,742,579
2024-12-18,Claims,1311,465
2024-12-18,Billing,939,294
2024-12-18,Customer Service,1646,315
2024-12-18,Escalations,178,680
2024-12-18,Technical Support,601,565
2024-12-19,Claims,1029,451
2024-12-19,Billing,990,282
2024-12-19,Customer Service,1536,366
2024-12-19,Escalations,197,697
2024-12-19,Technical Support,610,595
2024-12-20,Claims,997,465
2024-12-20,Billing,863,314
2024-12-20,Customer Service,1332,350
2024-12-20,Escalations,178,673
2024-12-20,Technical Support,495,547
2024-12-21,Claims,691,435
2024-12-21,Billing,562,291
2024-12-21,Customer Service,1088,352
2024-12-21,Escalations,132,688
2024-12-21,Technical Support,386,621
2024-12-22,Claims,490,436
2024-12-22,Billing,419,299
2024-12-22,Customer Service,685,371
2024-12-22,Escalations,103,712
2024-12-22,Technical Support,294,598
2024-12-23,Claims,1170,436
2024-12-23,Billing,988,291
2024-12-23,Customer Service,1758,335
2024-12-23,Escalations,240,681
2024-12-23,Technical Support,777,623
2024-12-24,Claims,1079,445
2024-12-24,Billing,980,280
2024-12-24,Customer Service,1770,381
2024-12-24,Escalations,236,711
2024-12-24,Technical Support,684,558
2024-12-25,Claims,1090,440
2024-12-25,Billing,864,302
2024-12-25,Customer Service,1533,380
2024-12-25,Escalations,222,661
2024-12-25,Technical Support,615,629
2024-12-26,Claims,1272,481
2024-12-26,Billing,840,291
2024-12-26,Customer Service,1471,345
2024-12-26,Escalations,171,664
2024-12-26,Technical Support,500,594
2024-12-27,Claims,868,449
2024-12-27,Billing,776,310
2024-12-27,Customer Service,1460,369
2024-12-27,Escalations,153,674
2024-12-27,Technical Support,564,541
2024-12-28,Claims,743,450
2024-12-28,Billing,598,304
2024-12-28,Customer Service,1232,354
2024-12-28,Escalations,146,689
2024-12-28,Technical Support,401,604
2024-12-29,Claims,513,484
2024-12-29,Billing,350,306
2024-12-29,Customer Service,735,343
2024-12-29,Escalations,96,682
2024-12-29,Technical Support,269,595
2024-12-30,Claims,1312,487
2024-12-30,Billing,1020,297
2024-12-30,Customer Service,1838,350
2024-12-30,Escalations,222,683
2024-12-30,Technical Support,711,633
2024-12-31,Claims,1316,494
2024-12-31,Billing,887,307
2024-12-31,Customer Service,1996,351
2024-12-31,Escalations,222,701
2024-12-31,Technical Support,674,528
2025-01-01,Claims,981,467
2025-01-01,Billing,723,302
2025-01-01,Customer Service,1410,357
2025-01-01,Escalations,168,675
2025-01-01,Technical Support,467,588
2025-01-02,Claims,910,441
2025-01-02,Billing,614,315
2025-01-02,Customer Service,1259,343
2025-01-02,Escalations,156,773
2025-01-02,Technical Support,460,613
2025-01-03,Claims,788,421
2025-01-03,Billing,517,298
2025-01-03,Customer Service,1074,339
2025-01-03,Escalations,141,623
2025-01-03,Technical Support,427,648
2025-01-04,Claims,568,466
2025-01-04,Billing,521,308
2025-01-04,Customer Service,813,353
2025-01-04,Escalations,118,652
2025-01-04,Technical Support,339,585
2025-01-05,Claims,419,469
2025-01-05,Billing,386,284
2025-01-05,Customer Service,565,306
2025-01-05,Escalations,84,692
2025-01-05,Technical Support,253,596
2025-01-06,Claims,1004,453
2025-01-06,Billing,902,311
2025-01-06,Customer Service,1468,361
2025-01-06,Escalations,192,709
2025-01-06,Technical Support,574,636
2025-01-07,Claims,1006,416
2025-01-07,Billing,828,308
2025-01-07,Customer Service,1527,361
2025-01-07,Escalations,154,657
2025-01-07,Technical Support,595,555
2025-01-08,Claims,805,433
2025-01-08,Billing,769,290
2025-01-08,Customer Service,1430,363
2025-01-08,Escalations,150,678
2025-01-08,Technical Support,476,574
2025-01-09,Claims,807,436
2025-01-09,Billing,665,317
2025-01-09,Customer Service,1218,350
2025-01-09,Escalations,166,694
2025-01-09,Technical Support,518,597
2025-01-10,Claims,885,479
2025-01-10,Billing,582,289
2025-01-10,Customer Service,1106,373
2025-01-10,Escalations,122,707
2025-01-10,Technical Support,394,595
2025-01-11,Claims,667,506
2025-01-11,Billing,535,284
2025-01-11,Customer Service,788,344
2025-01-11,Escalations,104,657
2025-01-11,Technical Support,327,629
2025-01-12,Claims,452,488
2025-01-12,Billing,316,325
2025-01-12,Customer Service,646,371
2025-01-12,Escalations,75,693
2025-01-12,Technical Support,234,589
2025-01-13,Claims,1109,412
2025-01-13,Billing,813,331
2025-01-13,Customer Service,1447,358
2025-01-13,Escalations,186,683
2025-01-13,Technical Support,558,640
2025-01-14,Claims,988,428
2025-01-14,Billing,762,306
2025-01-14,Customer Service,1621,347
2025-01-14,Escalations,188,722
2025-01-14,Technical Support,526,598
2025-01-15,Claims,981,417
2025-01-15,Billing,692,301
2025-01-15,Customer Service,1436,368
2025-01-15,Escalations,169,699
2025-01-15,Technical Support,488,623
2025-01-16,Claims,917,426
2025-01-16,Billing,592,300
2025-01-16,Customer Service,1137,339
2025-01-16,Escalations,141,726
2025-01-16,Technical Support,474,601
2025-01-17,Claims,907,466
2025-01-17,Billing,718,316
2025-01-17,Customer Service,1183,362
2025-01-17,Escalations,146,710
2025-01-17,Technical Support,361,570
2025-01-18,Claims,593,450
2025-01-18,Billing,444,292
2025-01-18,Customer Service,832,344
2025-01-18,Escalations,108,687
2025-01-18,Technical Support,316,571
2025-01-19,Claims,373,406
2025-01-19,Billing,359,290
2025-01-19,Customer Service,572,353
2025-01-19,Escalations,80,653
2025-01-19,Technical Support,273,600
2025-01-20,Claims,985,493
2025-01-20,Billing,648,315
2025-01-20,Customer Service,1466,379
2025-01-20,Escalations,204,714
2025-01-20,Technical Support,651,635
2025-01-21,Claims,919,434
2025-01-21,Billing,810,290
2025-01-21,Customer Service,1385,302
2025-01-21,Escalations,178,742
2025-01-21,Technical Support,653,646
2025-01-22,Claims,818,438
2025-01-22,Billing,726,296
2025-01-22,Customer Service,1363,337
2025-01-22,Escalations,178,713
2025-01-22,Technical Support,496,634
2025-01-23,Claims,908,411
2025-01-23,Billing,656,306
2025-01-23,Customer Service,1278,345
2025-01-23,Escalations,152,704
2025-01-23,Technical Support,492,614
2025-01-24,Claims,774,446
2025-01-24,Billing,628,298
2025-01-24,Customer Service,1123,346
2025-01-24,Escalations,153,734
2025-01-24,Technical Support,421,613
2025-01-25,Claims,532,455
2025-01-25,Billing,522,281
2025-01-25,Customer Service,812,343
2025-01-25,Escalations,104,731
2025-01-25,Technical Support,313,601
2025-01-26,Claims,492,465
2025-01-26,Billing,281,326
2025-01-26,Customer Service,783,368
2025-01-26,Escalations,85,703
2025-01-26,Technical Support,239,585
2025-01-27,Claims,1059,393
2025-01-27,Billing,832,297
2025-01-27,Customer Service,1564,344
2025-01-27,Escalations,197,714
2025-01-27,Technical Support,588,595
2025-01-28,Claims,1027,443
2025-01-28,Billing,767,273
2025-01-28,Customer Service,1422,334
2025-01-28,Escalations,177,717
2025-01-28,Technical Support,589,651
2025-01-29,Claims,975,448
2025-01-29,Billing,544,305
2025-01-29,Customer Service,1383,367
2025-01-29,Escalations,167,672
2025-01-29,Technical Support,492,611
2025-01-30,Claims,859,433
2025-01-30,Billing,739,313
2025-01-30,Customer Service,1347,353
2025-01-30,Escalations,147,710
2025-01-30,Technical Support,485,577
2025-01-31,Claims,736,466
2025-01-31,Billing,543,331
2025-01-31,Customer Service,1070,332
2025-01-31,Escalations,151,688
2025-01-31,Technical Support,455,607
2025-02-01,Claims,633,468
2025-02-01,Billing,492,292
2025-02-01,Customer Service,894,300
2025-02-01,Escalations,102,748
2025-02-01,Technical Support,333,623
2025-02-02,Claims,462,411
2025-02-02,Billing,352,291
2025-02-02,Customer Service,672,377
2025-02-02,Escalations,81,751
2025-02-02,Technical Support,237,628
2025-02-03,Claims,1133,446
2025-02-03,Billing,796,301
2025-02-03,Customer Service,1369,348
2025-02-03,Escalations,182,739
2025-02-03,Technical Support,519,574
2025-02-04,Claims,946,432
2025-02-04,Billing,756,315
2025-02-04,Customer Service,1322,349
2025-02-04,Escalations,172,748
2025-02-04,Technical Support,449,580
2025-02-05,Claims,929,449
2025-02-05,Billing,698,286
2025-02-05,Customer Service,1205,350
2025-02-05,Escalations,170,648
2025-02-05,Technical Support,520,585
2025-02-06,Claims,758,418
2025-02-06,Billing,624,310
2025-02-06,Customer Service,1152,363
2025-02-06,Escalations,142,639
2025-02-06,Technical Support,491,640
2025-02-07,Claims,771,506
2025-02-07,Billing,586,301
2025-02-07,Customer Service,928,339
2025-02-07,Escalations,145,799
2025-02-07,Technical Support,373,560
2025-02-08,Claims,612,450
2025-02-08,Billing,476,303
2025-02-08,Customer Service,953,374
2025-02-08,Escalations,96,713
2025-02-08,Technical Support,244,585
2025-02-09,Claims,441,429
2025-02-09,Billing,381,295
2025-02-09,Customer Service,675,332
2025-02-09,Escalations,78,702
2025-02-09,Technical Support,221,583
2025-02-10,Claims,1111,416
2025-02-10,Billing,736,319
2025-02-10,Customer Service,1530,341
2025-02-10,Escalations,192,656
2025-02-10,Technical Support,600,595
2025-02-11,Claims,1222,452
2025-02-11,Billing,789,274
2025-02-11,Customer Service,1355,356
2025-02-11,Escalations,176,663
2025-02-11,Technical Support,455,651
2025-02-12,Claims,863,462
2025-02-12,Billing,676,294
2025-02-12,Customer Service,1236,337
2025-02-12,Escalations,163,696
2025-02-12,Technical Support,452,618
2025-02-13,Claims,948,449
2025-02-13,Billing,666,297
2025-02-13,Customer Service,1228,351
2025-02-13,Escalations,150,679
2025-02-13,Technical Support,466,590
2025-02-14,Claims,835,403
2025-02-14,Billing,557,315
2025-02-14,Customer Service,1048,355
2025-02-14,Escalations,135,673
2025-02-14,Technical Support,370,657
2025-02-15,Claims,569,452
2025-02-15,Billing,448,284
2025-02-15,Customer Service,920,365
2025-02-15,Escalations,110,714
2025-02-15,Technical Support,328,612
2025-02-16,Claims,465,440
2025-02-16,Billing,329,307
2025-02-16,Customer Service,634,345
2025-02-16,Escalations,76,719
2025-02-16,Technical Support,235,543
2025-02-17,Claims,996,440
2025-02-17,Billing,643,326
2025-02-17,Customer Service,1459,337
2025-02-17,Escalations,205,679
2025-02-17,Technical Support,594,587
2025-02-18,Claims,1079,423
2025-02-18,Billing,841,267
2025-02-18,Customer Service,1424,346
2025-02-18,Escalations,179,705
2025-02-18,Technical Support,504,598
2025-02-19,Claims,891,447
2025-02-19,Billing,734,301
2025-02-19,Customer Service,1415,368
2025-02-19,Escalations,160,693
2025-02-19,Technical Support,467,583
2025-02-20,Claims,871,444
2025-02-20,Billing,698,309
2025-02-20,Customer Service,1088,375
2025-02-20,Escalations,125,678
2025-02-20,Technical Support,441,603
2025-02-21,Claims,707,458
2025-02-21,Billing,575,285
2025-02-21,Customer Service,1094,350
2025-02-21,Escalations,133,649
2025-02-21,Technical Support,463,547
2025-02-22,Claims,626,458
2025-02-22,Billing,478,294
2025-02-22,Customer Service,904,354
2025-02-22,Escalations,98,699
2025-02-22,Technical Support,350,571
2025-02-23,Claims,433,449
2025-02-23,Billing,351,282
2025-02-23,Customer Service,562,374
2025-02-23,Escalations,67,653
2025-02-23,Technical Support,246,594
2025-02-24,Claims,1077,427
2025-02-24,Billing,742,309
2025-02-24,Customer Service,1373,344
2025-02-24,Escalations,201,682
2025-02-24,Technical Support,501,626
2025-02-25,Claims,1134,451
2025-02-25,Billing,711,308
2025-02-25,Customer Service,1487,333
2025-02-25,Escalations,172,651
2025-02-25,Technical Support,556,603
2025-02-26,Claims,875,443
2025-02-26,Billing,691,309
2025-02-26,Customer Service,1296,349
2025-02-26,Escalations,149,707
2025-02-26,Technical Support,513,551
2025-02-27,Claims,836,492
2025-02-27,Billing,654,298
2025-02-27,Customer Service,1133,362
2025-02-27,Escalations,122,671
2025-02-27,Technical Support,454,609
2025-02-28,Claims,936,421
2025-02-28,Billing,638,307
2025-02-28,Customer Service,1106,344
2025-02-28,Escalations,136,701
2025-02-28,Technical Support,416,621
2025-03-01,Claims,650,422
2025-03-01,Billing,431,290
2025-03-01,Customer Service,957,358
2025-03-01,Escalations,116,773
2025-03-01,Technical Support,349,596
2025-03-02,Claims,460,463
2025-03-02,Billing,341,298
2025-03-02,Customer Service,662,384
2025-03-02,Escalations,82,639
2025-03-02,Technical Support,229,603
2025-03-03,Claims,1019,413
2025-03-03,Billing,823,262
2025-03-03,Customer Service,1694,355
2025-03-03,Escalations,170,705
2025-03-03,Technical Support,499,591
2025-03-04,Claims,1037,448
2025-03-04,Billing,786,346
2025-03-04,Customer Service,1465,345
2025-03-04,Escalations,184,718
2025-03-04,Technical Support,532,581
2025-03-05,Claims,1046,457
2025-03-05,Billing,623,296
2025-03-05,Customer Service,1232,343
2025-03-05,Escalations,164,764
2025-03-05,Technical Support,430,635
2025-03-06,Claims,877,453
2025-03-06,Billing,771,265
2025-03-06,Customer Service,1259,344
2025-03-06,Escalations,160,795
2025-03-06,Technical Support,424,593
2025-03-07,Claims,762,475
2025-03-07,Billing,594,322
2025-03-07,Customer Service,1102,354
2025-03-07,Escalations,156,671
2025-03-07,Technical Support,443,527
2025-03-08,Claims,568,465
2025-03-08,Billing,486,288
2025-03-08,Customer Service,915,353
2025-03-08,Escalations,120,656
2025-03-08,Technical Support,372,592
2025-03-09,Claims,409,451
2025-03-09,Billing,318,304
2025-03-09,Customer Service,565,330
2025-03-09,Escalations,77,742
2025-03-09,Technical Support,244,582
2025-03-10,Claims,1153,412
2025-03-10,Billing,812,298
2025-03-10,Customer Service,1470,351
2025-03-10,Escalations,191,706
2025-03-10,Technical Support,528,641
2025-03-11,Claims,1195,445
2025-03-11,Billing,682,298
2025-03-11,Customer Service,1467,331
2025-03-11,Escalations,210,729
2025-03-11,Technical Support,542,606
2025-03-12,Claims,921,441
2025-03-12,Billing,695,271
2025-03-12,Customer Service,1301,375
2025-03-12,Escalations,183,657
2025-03-12,Technical Support,407,582
2025-03-13,Claims,1000,458
2025-03-13,Billing,603,282
2025-03-13,Customer Service,1231,324
2025-03-13,Escalations,152,626
2025-03-13,Technical Support,494,622
2025-03-14,Claims,699,438
2025-03-14,Billing,636,344
2025-03-14,Customer Service,1315,333
2025-03-14,Escalations,126,668
2025-03-14,Technical Support,431,583
2025-03-15,Claims,591,455
2025-03-15,Billing,493,293
2025-03-15,Customer Service,882,361
2025-03-15,Escalations,104,666
2025-03-15,Technical Support,343,559
2025-03-16,Claims,510,410
2025-03-16,Billing,335,267
2025-03-16,Customer Service,665,341
2025-03-16,Escalations,70,689
2025-03-16,Technical Support,218,581
2025-03-17,Claims,1110,478
2025-03-17,Billing,915,318
2025-03-17,Customer Service,1552,344
2025-03-17,Escalations,184,637
2025-03-17,Technical Support,566,583
2025-03-18,Claims,922,437
2025-03-18,Billing,822,290
2025-03-18,Customer Service,1549,338
2025-03-18,Escalations,174,677
2025-03-18,Technical Support,522,588
2025-03-19,Claims,956,436
2025-03-19,Billing,691,303
2025-03-19,Customer Service,1314,356
2025-03-19,Escalations,193,668
2025-03-19,Technical Support,486,638
2025-03-20,Claims,866,428
2025-03-20,Billing,646,276
2025-03-20,Customer Service,1333,357
2025-03-20,Escalations,155,671
2025-03-20,Technical Support,447,610
2025-03-21,Claims,887,396
2025-03-21,Billing,683,321
2025-03-21,Customer Service,1078,362
2025-03-21,Escalations,120,647
2025-03-21,Technical Support,459,556
2025-03-22,Claims,590,488
2025-03-22,Billing,507,289
2025-03-22,Customer Service,742,335
2025-03-22,Escalations,118,621
2025-03-22,Technical Support,298,589
2025-03-23,Claims,472,445
2025-03-23,Billing,341,311
2025-03-23,Customer Service,581,326
2025-03-23,Escalations,76,647
2025-03-23,Technical Support,249,614
2025-03-24,Claims,1079,473
2025-03-24,Billing,856,276
2025-03-24,Customer Service,1749,369
2025-03-24,Escalations,165,701
2025-03-24,Technical Support,640,633
2025-03-25,Claims,1034,448
2025-03-25,Billing,728,262
2025-03-25,Customer Service,1294,347
2025-03-25,Escalations,178,737
2025-03-25,Technical Support,583,573
2025-03-26,Claims,927,441
2025-03-26,Billing,803,297
2025-03-26,Customer Service,1169,299
2025-03-26,Escalations,165,758
2025-03-26,Technical Support,446,573
2025-03-27,Claims,918,461
2025-03-27,Billing,730,299
2025-03-27,Customer Service,1217,372
2025-03-27,Escalations,125,714
2025-03-27,Technical Support,480,593
2025-03-28,Claims,831,430
2025-03-28,Billing,634,312
2025-03-28,Customer Service,1245,317
2025-03-28,Escalations,130,723
2025-03-28,Technical Support,448,567
2025-03-29,Claims,684,478
2025-03-29,Billing,410,302
2025-03-29,Customer Service,904,361
2025-03-29,Escalations,106,703
2025-03-29,Technical Support,328,547
2025-03-30,Claims,459,431
2025-03-30,Billing,328,310
2025-03-30,Customer Service,596,353
2025-03-30,Escalations,79,741
2025-03-30,Technical Support,216,612
2025-03-31,Claims,978,428
2025-03-31,Billing,863,288
2025-03-31,Customer Service,1373,352
2025-03-31,Escalations,199,619
2025-03-31,Technical Support,588,650
2025-04-01,Claims,955,460
2025-04-01,Billing,802,318
2025-04-01,Customer Service,1714,322
2025-04-01,Escalations,180,744
2025-04-01,Technical Support,565,667
2025-04-02,Claims,1050,420
2025-04-02,Billing,822,312
2025-04-02,Customer Service,1400,350
2025-04-02,Escalations,170,646
2025-04-02,Technical Support,597,615
2025-04-03,Claims,1098,469
2025-04-03,Billing,795,291
2025-04-03,Customer Service,1370,370
2025-04-03,Escalations,159,642
2025-04-03,Technical Support,476,555
2025-04-04,Claims,904,453
2025-04-04,Billing,686,300
2025-04-04,Customer Service,1362,337
2025-04-04,Escalations,161,728
2025-04-04,Technical Support,404,616
2025-04-05,Claims,732,469
2025-04-05,Billing,475,298
2025-04-05,Customer Service,924,361
2025-04-05,Escalations,121,684
2025-04-05,Technical Support,414,662
2025-04-06,Claims,602,432
2025-04-06,Billing,387,332
2025-04-06,Customer Service,671,351
2025-04-06,Escalations,89,652
2025-04-06,Technical Support,273,641
2025-04-07,Claims,1128,453
2025-04-07,Billing,1012,313
2025-04-07,Customer Service,1664,371
2025-04-07,Escalations,212,712
2025-04-07,Technical Support,645,582
2025-04-08,Claims,1147,472
2025-04-08,Billing,905,300
2025-04-08,Customer Service,1489,362
2025-04-08,Escalations,187,625
2025-04-08,Technical Support,536,613
2025-04-09,Claims,1048,436
2025-04-09,Billing,823,325
2025-04-09,Customer Service,1482,361
2025-04-09,Escalations,203,708
2025-04-09,Technical Support,536,615
2025-04-10,Claims,1016,428
2025-04-10,Billing,673,324
2025-04-10,Customer Service,1320,385
2025-04-10,Escalations,180,714
2025-04-10,Technical Support,545,648
2025-04-11,Claims,848,437
2025-04-11,Billing,660,288
2025-04-11,Customer Service,1077,351
2025-04-11,Escalations,149,715
2025-04-11,Technical Support,492,588
2025-04-12,Claims,707,462
2025-04-12,Billing,537,305
2025-04-12,Customer Service,957,333
2025-04-12,Escalations,119,718
2025-04-12,Technical Support,339,626
2025-04-13,Claims,509,454
2025-04-13,Billing,381,317
2025-04-13,Customer Service,708,329
2025-04-13,Escalations,82,716
2025-04-13,Technical Support,211,565
2025-04-14,Claims,1260,425
2025-04-14,Billing,852,291
2025-04-14,Customer Service,1522,334
2025-04-14,Escalations,216,681
2025-04-14,Technical Support,594,594
2025-04-15,Claims,1204,469
2025-04-15,Billing,891,295
2025-04-15,Customer Service,1653,322
2025-04-15,Escalations,174,740
2025-04-15,Technical Support,645,575
2025-04-16,Claims,1035,449
2025-04-16,Billing,752,307
2025-04-16,Customer Service,1447,353
2025-04-16,Escalations,153,738
2025-04-16,Technical Support,554,614
2025-04-17,Claims,886,431
2025-04-17,Billing,658,333
2025-04-17,Customer Service,1197,353
2025-04-17,Escalations,186,695
2025-04-17,Technical Support,485,629
2025-04-18,Claims,976,456
2025-04-18,Billing,636,306
2025-04-18,Customer Service,1059,394
2025-04-18,Escalations,140,690
2025-04-18,Technical Support,506,590
2025-04-19,Claims,668,453
2025-04-19,Billing,494,316
2025-04-19,Customer Service,966,324
2025-04-19,Escalations,124,631
2025-04-19,Technical Support,390,582
2025-04-20,Claims,539,413
2025-04-20,Billing,359,294
2025-04-20,Customer Service,609,359
2025-04-20,Escalations,82,669
2025-04-20,Technical Support,261,557
2025-04-21,Claims,1070,452
2025-04-21,Billing,818,313
2025-04-21,Customer Service,1681,320
2025-04-21,Escalations,204,729
2025-04-21,Technical Support,615,625
2025-04-22,Claims,1043,471
2025-04-22,Billing,834,318
2025-04-22,Customer Service,1452,389
2025-04-22,Escalations,210,688
2025-04-22,Technical Support,637,603
2025-04-23,Claims,865,441
2025-04-23,Billing,718,300
2025-04-23,Customer Service,1261,377
2025-04-23,Escalations,170,653
2025-04-23,Technical Support,533,574
2025-04-24,Claims,854,481
2025-04-24,Billing,684,315
2025-04-24,Customer Service,1254,344
2025-04-24,Escalations,173,730
2025-04-24,Technical Support,514,610
2025-04-25,Claims,819,484
2025-04-25,Billing,674,301
2025-04-25,Customer Service,1174,368
2025-04-25,Escalations,150,792
2025-04-25,Technical Support,522,618
2025-04-26,Claims,749,451
2025-04-26,Billing,463,311
2025-04-26,Customer Service,1018,344
2025-04-26,Escalations,127,784
2025-04-26,Technical Support,325,605
2025-04-27,Claims,515,444
2025-04-27,Billing,415,287
2025-04-27,Customer Service,621,369
2025-04-27,Escalations,79,730
2025-04-27,Technical Support,277,585
2025-04-28,Claims,1185,463
2025-04-28,Billing,926,277
2025-04-28,Customer Service,1682,353
2025-04-28,Escalations,211,716
2025-04-28,Technical Support,549,651
2025-04-29,Claims,1205,433
2025-04-29,Billing,930,281
2025-04-29,Customer Service,1541,334
2025-04-29,Escalations,195,653
2025-04-29,Technical Support,516,640
2025-04-30,Claims,1057,485
2025-04-30,Billing,812,305
2025-04-30,Customer Service,1426,371
2025-04-30,Escalations,195,705
2025-04-30,Technical Support,523,597
2025-05-01,Claims,1048,443
2025-05-01,Billing,704,295
2025-05-01,Customer Service,1413,323
2025-05-01,Escalations,174,709
2025-05-01,Technical Support,540,599
2025-05-02,Claims,876,467
2025-05-02,Billing,683,301
2025-05-02,Customer Service,1358,347
2025-05-02,Escalations,154,670
2025-05-02,Technical Support,416,602
2025-05-03,Claims,800,467
2025-05-03,Billing,596,283
2025-05-03,Customer Service,889,352
2025-05-03,Escalations,131,708
2025-05-03,Technical Support,357,578
2025-05-04,Claims,512,437
2025-05-04,Billing,393,303
2025-05-04,Customer Service,695,330
2025-05-04,Escalations,83,712
2025-05-04,Technical Support,251,573
2025-05-05,Claims,1115,474
2025-05-05,Billing,859,335
2025-05-05,Customer Service,1690,335
2025-05-05,Escalations,200,719
2025-05-05,Technical Support,672,578
2025-05-06,Claims,1291,473
2025-05-06,Billing,841,281
2025-05-06,Customer Service,1660,358
2025-05-06,Escalations,212,669
2025-05-06,Technical Support,634,594
2025-05-07,Claims,1060,427
2025-05-07,Billing,853,312
2025-05-07,Customer Service,1545,335
2025-05-07,Escalations,167,719
2025-05-07,Technical Support,596,590
2025-05-08,Claims,1075,447
2025-05-08,Billing,720,302
2025-05-08,Customer Service,1421,337
2025-05-08,Escalations,187,707
2025-05-08,Technical Support,522,646
2025-05-09,Claims,981,432
2025-05-09,Billing,821,318
2025-05-09,Customer Service,1195,376
2025-05-09,Escalations,142,671
2025-05-09,Technical Support,490,556
2025-05-10,Claims,743,457
2025-05-10,Billing,527,292
2025-05-10,Customer Service,1107,383
2025-05-10,Escalations,111,701
2025-05-10,Technical Support,393,576
2025-05-11,Claims,478,424
2025-05-11,Billing,437,316
2025-05-11,Customer Service,821,340
2025-05-11,Escalations,83,702
2025-05-11,Technical Support,254,629
2025-05-12,Claims,1287,439
2025-05-12,Billing,893,299
2025-05-12,Customer Service,1694,350
2025-05-12,Escalations,213,724
2025-05-12,Technical Support,540,618
2025-05-13,Claims,1153,445
2025-05-13,Billing,834,301
2025-05-13,Customer Service,1566,343
2025-05-13,Escalations,227,648
2025-05-13,Technical Support,550,608
2025-05-14,Claims,1123,493
2025-05-14,Billing,788,287
2025-05-14,Customer Service,1455,336
2025-05-14,Escalations,198,670
2025-05-14,Technical Support,573,622
2025-05-15,Claims,1050,460
2025-05-15,Billing,827,298
2025-05-15,Customer Service,1380,334
2025-05-15,Escalations,169,703
2025-05-15,Technical Support,485,553
2025-05-16,Claims,844,453
2025-05-16,Billing,854,313
2025-05-16,Customer Service,1403,328
2025-05-16,Escalations,142,646
2025-05-16,Technical Support,428,647
2025-05-17,Claims,730,436
2025-05-17,Billing,561,317
2025-05-17,Customer Service,1036,347
2025-05-17,Escalations,122,694
2025-05-17,Technical Support,368,613
2025-05-18,Claims,515,430
2025-05-18,Billing,387,302
2025-05-18,Customer Service,583,343
2025-05-18,Escalations,87,654
2025-05-18,Technical Support,248,610
2025-05-19,Claims,1222,444
2025-05-19,Billing,1142,298
2025-05-19,Customer Service,1752,329
2025-05-19,Escalations,207,756
2025-05-19,Technical Support,685,626
2025-05-20,Claims,1200,472
2025-05-20,Billing,913,295
2025-05-20,Customer Service,1710,320
2025-05-20,Escalations,237,768
2025-05-20,Technical Support,556,598
2025-05-21,Claims,1095,433
2025-05-21,Billing,747,306
2025-05-21,Customer Service,1556,370
2025-05-21,Escalations,172,699
2025-05-21,Technical Support,540,638
2025-05-22,Claims,981,474
2025-05-22,Billing,828,284
2025-05-22,Customer Service,1523,338
2025-05-22,Escalations,160,734
2025-05-22,Technical Support,534,519
2025-05-23,Claims,853,447
2025-05-23,Billing,622,279
2025-05-23,Customer Service,1255,342
2025-05-23,Escalations,156,690
2025-05-23,Technical Support,572,589
2025-05-24,Claims,728,438
2025-05-24,Billing,479,284
2025-05-24,Customer Service,948,390
2025-05-24,Escalations,134,765
2025-05-24,Technical Support,435,565
2025-05-25,Claims,439,486
2025-05-25,Billing,327,294
2025-05-25,Customer Service,816,352
2025-05-25,Escalations,91,698
2025-05-25,Technical Support,248,580
2025-05-26,Claims,1258,472
2025-05-26,Billing,728,302
2025-05-26,Customer Service,1703,342
2025-05-26,Escalations,218,654
2025-05-26,Technical Support,686,573
2025-05-27,Claims,1062,413
2025-05-27,Billing,890,300
2025-05-27,Customer Service,1511,329
2025-05-27,Escalations,208,691
2025-05-27,Technical Support,568,641
2025-05-28,Claims,1021,477
2025-05-28,Billing,743,300
2025-05-28,Customer Service,1568,348
2025-05-28,Escalations,199,766
2025-05-28,Technical Support,548,616
2025-05-29,Claims,1009,443
2025-05-29,Billing,680,279
2025-05-29,Customer Service,1386,357
2025-05-29,Escalations,177,729
2025-05-29,Technical Support,644,581
2025-05-30,Claims,825,457
2025-05-30,Billing,773,295
2025-05-30,Customer Service,1380,347
2025-05-30,Escalations,163,613
2025-05-30,Technical Support,547,593
2025-05-31,Claims,725,472
2025-05-31,Billing,555,291
2025-05-31,Customer Service,990,351
2025-05-31,Escalations,136,674
2025-05-31,Technical Support,405,611
