date,month,dow_num,day_of_week,total_volume,total_workload_hours,avg_aht,shrinkage_pct,scheduled_fte,available_hours,utilization_pct
2025-10-25,October,5,Saturday,2799,339.59,497.8,0.2923,63,356.68,95.21
2025-10-26,October,6,Sunday,1899,223.76,484.0,0.3012,34,190.07,117.73
2025-10-27,October,0,Monday,4747,534.74,464.6,0.3048,111,617.34,86.62
2025-10-28,October,1,Tuesday,4824,572.12,480.2,0.2852,95,543.25,105.31
2025-10-29,October,2,Wednesday,4030,484.47,492.6,0.3108,92,507.25,95.51
2025-10-30,October,3,Thursday,3866,447.91,481.6,0.3013,80,447.17,100.17
2025-10-31,October,4,Friday,3841,450.53,483.4,0.2743,74,429.61,104.87
2025-11-01,November,5,Saturday,2822,344.9,511.0,0.2861,51,291.27,118.41
2025-11-02,November,6,Sunday,1889,223.17,487.8,0.2924,33,186.81,119.46
2025-11-03,November,0,Monday,4326,502.8,488.0,0.2989,90,504.79,99.61
2025-11-04,November,1,Tuesday,4874,579.92,489.4,0.3283,124,666.33,87.03
2025-11-05,November,2,Wednesday,4321,489.75,472.8,0.3036,88,490.27,99.89
2025-11-06,November,3,Thursday,3833,442.13,476.8,0.2874,81,461.76,95.75
2025-11-07,November,4,Friday,3980,451.85,457.0,0.3033,81,451.46,100.09
2025-11-08,November,5,Saturday,2803,330.86,478.0,0.2947,50,282.12,117.28
2025-11-09,November,6,Sunday,1986,225.69,461.2,0.3049,47,261.36,86.35
2025-11-10,November,0,Monday,5023,595.94,492.2,0.3087,124,685.77,86.9
2025-11-11,November,1,Tuesday,4826,550.31,489.2,0.3181,101,550.98,99.88
2025-11-12,November,2,Wednesday,4211,494.26,488.6,0.2996,93,521.1,94.85
2025-11-13,November,3,Thursday,4195,462.96,472.6,0.3246,73,394.43,117.37
2025-11-14,November,4,Friday,3692,421.61,490.4,0.3136,73,400.86,105.18
2025-11-15,November,5,Saturday,2801,338.55,498.2,0.2894,68,386.57,87.58
2025-11-16,November,6,Sunday,2203,253.55,476.2,0.3331,48,256.09,99.01
2025-11-17,November,0,Monday,5241,579.65,470.0,0.3049,110,611.69,94.76
2025-11-18,November,1,Tuesday,4640,535.28,490.0,0.2875,99,564.3,94.86
2025-11-19,November,2,Wednesday,4333,492.88,465.6,0.3248,78,421.32,116.98
2025-11-20,November,3,Thursday,3858,446.75,480.8,0.3312,96,513.64,86.98
2025-11-21,November,4,Friday,3426,380.34,457.4,0.2995,58,325.03,117.02
2025-11-22,November,5,Saturday,2960,343.73,480.4,0.2924,58,328.33,104.69
2025-11-23,November,6,Sunday,2194,254.04,480.4,0.2974,43,241.69,105.11
2025-11-24,November,0,Monday,4731,541.43,481.4,0.3107,93,512.84,105.57
2025-11-25,November,1,Tuesday,4634,529.52,482.6,0.3192,102,555.53,95.32
2025-11-26,November,2,Wednesday,4062,475.94,479.2,0.3086,99,547.59,86.92
2025-11-27,November,3,Thursday,3803,445.11,482.8,0.3015,68,379.98,117.14
2025-11-28,November,4,Friday,3721,403.25,457.0,0.3225,63,341.46,118.1
2025-11-29,November,5,Saturday,2882,321.6,480.0,0.2953,54,304.43,105.64
2025-11-30,November,6,Sunday,2139,246.99,484.4,0.3155,52,284.75,86.74
2025-12-01,December,0,Monday,5385,596.97,463.0,0.3257,127,685.09,87.14
2025-12-02,December,1,Tuesday,4959,569.64,469.2,0.3365,107,567.96,100.3
2025-12-03,December,2,Wednesday,4941,575.12,492.4,0.3283,123,660.95,87.01
2025-12-04,December,3,Thursday,4398,506.51,488.8,0.3292,109,584.94,86.59
2025-12-05,December,4,Friday,3768,438.55,474.4,0.3243,69,372.99,117.58
2025-12-06,December,5,Saturday,3156,361.66,476.6,0.3502,80,415.87,86.96
2025-12-07,December,6,Sunday,2390,276.94,470.0,0.319,58,315.98,87.64
2025-12-08,December,0,Monday,5428,636.92,492.2,0.3189,99,539.43,118.07
2025-12-09,December,1,Tuesday,5450,624.03,486.0,0.3618,141,719.89,86.68
2025-12-10,December,2,Wednesday,4926,560.42,467.2,0.3447,91,477.06,117.47
2025-12-11,December,3,Thursday,4283,511.85,485.0,0.2942,91,513.82,99.62
2025-12-12,December,4,Friday,3995,460.56,482.0,0.3215,89,483.09,95.34
2025-12-13,December,5,Saturday,2939,347.48,468.0,0.3028,53,295.61,117.55
2025-12-14,December,6,Sunday,2327,270.53,499.2,0.3157,42,229.92,117.66
2025-12-15,December,0,Monday,5394,608.73,479.8,0.2829,122,699.89,86.98
2025-12-16,December,1,Tuesday,4908,564.98,482.4,0.3279,89,478.54,118.06
2025-12-17,December,2,Wednesday,5218,601.28,473.4,0.3129,104,571.67,105.18
2025-12-18,December,3,Thursday,4162,482.46,478.2,0.3309,86,460.34,104.81
2025-12-19,December,4,Friday,4432,492.66,454.6,0.3056,89,494.41,99.65
2025-12-20,December,5,Saturday,3228,383.62,494.2,0.3312,61,326.37,117.54
2025-12-21,December,6,Sunday,2313,281.1,501.0,0.3238,60,324.58,86.6
2025-12-22,December,0,Monday,5306,630.29,499.2,0.3525,140,725.2,86.91
2025-12-23,December,1,Tuesday,5151,591.86,476.0,0.3512,120,622.85,95.02
2025-12-24,December,2,Wednesday,4700,552.82,483.2,0.3418,105,552.89,99.99
2025-12-25,December,3,Thursday,4188,486.66,477.4,0.3251,104,561.52,86.67
2025-12-26,December,4,Friday,3916,468.27,494.8,0.3598,96,491.67,95.24
2025-12-27,December,5,Saturday,3125,367.95,488.0,0.3067,76,421.53,87.29
2025-12-28,December,6,Sunday,2262,246.8,456.6,0.3089,47,259.85,94.98
2025-12-29,December,0,Monday,5071,574.7,473.8,0.3287,102,547.78,104.91
2025-12-30,December,1,Tuesday,5047,572.51,479.0,0.3638,107,544.59,105.13
2025-12-31,December,2,Wednesday,4811,538.23,461.0,0.327,115,619.16,86.93
